RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
7707,45283619,Davis,670,Spain,Female,41,9,195648.02,1,1,1,52431.96
7708,21716383,Miller,556,Germany,Female,41,2,152511.65,3,0,0,48770.82
7709,98347675,Miller,669,France,Male,20,5,178720.21,3,0,0,35021.92
7710,99703756,Miller,565,Spain,Female,76,6,65375.43,2,0,1,182427.77
7711,97346176,Garcia,417,Spain,Male,75,1,55356.8,4,1,1,133380.75
7712,11330363,Jones,796,France,Female,90,2,206523.07,2,1,0,65188.91
7713,13446839,Smith,411,Spain,Male,41,8,97597.3,1,1,0,59037.95
7714,46667938,Smith,559,France,Male,83,0,143836.68,3,0,1,122047.4
7715,34944413,Davis,686,Spain,Female,57,7,137898.87,1,0,1,142472.25
7716,91037304,Williams,676,France,Female,88,0,146291.71,4,0,1,58071.63
7717,61892662,Smith,719,Germany,Female,26,2,17376.61,4,1,1,75960.94
7718,56859992,Davis,778,Germany,Male,77,5,75618.41,3,0,1,65216.34
7719,73497807,Jones,401,Spain,Male,56,10,16620.13,4,1,0,26664.58
7720,81698233,Garcia,465,Spain,Female,50,7,120040.24,1,1,1,83440.4
7721,66953426,Williams,730,Germany,Female,51,6,225524.67,3,1,0,111386.12
7722,71539904,Davis,807,France,Male,79,2,97294.05,4,1,1,134519.59
7723,67863492,Smith,732,Spain,Female,78,5,195612.44,1,0,1,89179.97
7724,80366847,Williams,414,Germany,Female,44,0,71811.59,3,0,1,196840.32
7725,84010930,Brown,479,Spain,Male,34,7,214066.44,4,0,0,128909.16
7726,32851093,Williams,526,Germany,Female,77,8,104875.78,2,1,1,178451.07
7727,73852247,Miller,627,Germany,Male,59,8,88804.35,3,1,0,184037.67
7728,89151722,Garcia,829,Germany,Male,64,3,174369.9,3,0,0,166065.88
7729,73964268,Miller,762,France,Female,70,3,128189.32,2,0,0,61297.26
7730,51588083,Brown,512,Spain,Female,38,6,84330.01,4,0,1,91942.65
7731,26578740,Miller,814,France,Female,25,6,14523.06,3,1,1,10073.18
7732,68979683,Brown,681,France,Male,90,10,41659.83,1,0,1,95767.31
7733,55520547,Williams,501,Germany,Male,75,5,193080.93,4,1,1,65813.01
7734,85082019,Jones,699,France,Male,85,6,230182.93,3,0,1,31260.25
7735,87736627,Garcia,585,Spain,Female,80,0,42209.57,1,1,1,169331.69
7736,48531252,Jones,507,Spain,Male,76,8,142360.31,2,0,1,137954.9
7737,47297617,Garcia,817,Germany,Male,47,5,8543.42,1,0,0,199829.67
7738,54300721,Davis,775,Germany,Male,42,7,72710.86,4,0,0,104693.8
7739,35880085,Garcia,676,Spain,Female,73,4,112196.99,2,1,1,72834.17
7740,55713473,Miller,455,Spain,Male,51,6,183969.47,1,0,1,60124.17
7741,99654292,Miller,655,Germany,Female,67,2,11026.96,4,1,0,92718.61
7742,26037478,Jones,604,France,Female,19,9,195307.66,2,0,0,68875.71
7743,85892270,Johnson,707,Spain,Male,70,0,50661.94,4,1,1,198244.13
7744,79154854,Davis,804,Germany,Male,58,6,189882.94,3,0,1,44730.85
7745,48733084,Brown,793,Germany,Male,40,4,156367.7,4,0,0,13634.64
7746,43313589,Miller,462,Spain,Female,78,0,84893.96,1,0,1,34699.9
7747,78493913,Davis,379,Germany,Female,48,8,180937.87,4,0,1,179391.14
7748,87596244,Miller,361,Spain,Female,83,8,59080.65,4,0,1,141844.66
7749,78607311,Miller,526,Germany,Female,19,5,54931.99,2,0,0,158954.72
7750,55184187,Williams,828,Germany,Male,86,10,15436.19,4,0,1,70889.6
7751,40053022,Jones,687,France,Male,77,8,98269.29,4,1,1,128313.68
7752,76966770,Jones,395,Germany,Female,40,6,24426.66,3,1,0,144500.74
7753,95431368,Miller,520,Spain,Female,74,7,104875.23,3,1,1,72019.06
7754,89600094,Williams,479,Spain,Female,52,10,2450.89,2,0,0,147660.26
7755,41637604,Miller,594,France,Female,18,1,38770.84,2,1,1,129635.16
7756,28372339,Brown,702,Spain,Female,65,1,233092.99,1,1,1,66284.65
7757,39380783,Williams,552,Germany,Female,66,3,198890.45,2,1,0,20042.62
7758,87496557,Miller,575,France,Female,57,0,59040.9,4,1,1,55194.32
7759,58127034,Garcia,429,Spain,Female,79,7,179573.0,3,0,1,127711.87
7760,82373346,Johnson,659,Germany,Male,32,4,167120.45,2,1,1,123815.82
7761,42329657,Garcia,384,France,Male,47,6,44231.4,1,1,1,106453.34
7762,39235129,Johnson,401,Germany,Female,38,1,92764.63,4,0,1,57780.27
7763,61723186,Williams,510,Spain,Male,25,4,228426.44,1,1,1,94461.98
7764,84328019,Garcia,818,Spain,Male,24,8,184679.47,1,0,0,37368.31
7765,67033458,Brown,433,Spain,Male,51,8,190087.3,1,1,1,135852.76
7766,30884776,Davis,677,Spain,Female,81,1,140971.51,1,0,0,175140.41
7767,67324666,Garcia,784,France,Female,59,10,166384.95,4,0,0,98100.32
7768,26948452,Jones,375,Spain,Female,70,1,127184.62,4,1,0,50469.53
7769,29787345,Davis,574,France,Male,87,4,185223.45,1,0,0,167298.4
7770,43644175,Davis,795,France,Female,27,2,183181.91,4,0,1,69485.09
7771,56585219,Johnson,666,Germany,Male,75,0,7770.8,2,0,1,122853.85
7772,34203403,Johnson,503,Spain,Female,21,10,157943.6,4,1,0,24330.09
7773,97999004,Miller,642,Germany,Female,25,0,157453.42,4,0,0,146408.11
7774,11138422,Brown,763,Germany,Male,29,4,16829.99,1,1,1,97527.62
7775,77867659,Johnson,444,Germany,Female,42,2,102595.32,4,1,1,90436.24
7776,56951812,Johnson,574,Germany,Male,44,8,224697.28,2,0,1,187618.93
7777,62096336,Miller,616,Germany,Female,19,2,238359.71,4,0,0,103383.01
7778,29735033,Brown,786,Spain,Female,90,2,195552.74,2,1,0,13182.6
7779,60571295,Garcia,390,Germany,Female,72,2,37867.8,4,1,0,192365.97
7780,23962313,Williams,482,France,Male,75,0,93679.99,3,0,1,12320.45
7781,22872874,Garcia,415,France,Female,50,2,45638.34,4,1,1,111815.19
7782,89591248,Jones,746,Spain,Male,66,4,163034.03,2,1,1,130383.43
7783,75860676,Jones,796,France,Male,22,7,193286.11,2,0,1,179951.99
7784,98400233,Johnson,559,Germany,Male,64,6,220941.43,2,1,1,139050.37
7785,90236168,Davis,823,France,Female,41,10,215162.12,1,1,1,164115.23
7786,22186528,Jones,502,Germany,Female,61,3,24802.48,2,0,1,156285.29
7787,32876131,Williams,521,Spain,Female,85,3,31418.5,4,1,0,50571.62
7788,30549731,Johnson,747,France,Female,31,3,227417.95,3,0,0,143088.93
7789,12942609,Miller,674,France,Female,53,7,210946.11,2,0,0,131140.61
7790,87297672,Jones,408,France,Male,68,7,115094.54,1,0,0,56354.46
7791,35590456,Davis,533,Spain,Male,23,1,107513.02,4,0,0,34382.88
7792,25901724,Miller,839,Spain,Male,34,6,138199.92,2,0,0,152811.48
7793,45127164,Smith,529,France,Male,89,10,149158.96,1,0,1,194513.99
7794,37106417,Smith,671,Spain,Male,68,4,63554.14,1,1,0,150304.71
7795,19898445,Smith,673,Germany,Male,69,1,100935.44,1,0,0,152395.48
7796,34794008,Miller,361,Spain,Female,29,2,154923.24,2,1,0,41673.86
7797,40719118,Smith,808,France,Male,18,10,51566.85,2,1,0,56940.52
7798,23834629,Garcia,417,Germany,Male,28,6,249708.31,2,1,1,121294.9
7799,12740855,Smith,776,France,Male,33,5,70734.86,3,0,1,15971.86
7800,53434665,Johnson,678,France,Male,26,5,138103.82,3,0,1,136905.36
7801,11380188,Brown,551,France,Female,25,6,138539.9,4,0,1,37514.14
7802,88625027,Garcia,824,Spain,Male,42,5,112871.31,4,1,1,88545.31
7803,17530577,Davis,355,France,Female,91,10,60385.86,1,0,1,70835.74
7804,96946545,Brown,364,Germany,Female,57,1,141338.27,3,1,0,30226.55
7805,17770032,Johnson,391,Germany,Male,84,7,22753.6,2,0,0,119966.58
7806,55112491,Davis,380,Germany,Male,40,6,96731.53,4,1,1,78636.71
7807,79927631,Johnson,819,France,Female,79,5,56063.05,2,0,1,18357.15
7808,57474562,Williams,530,Germany,Male,40,4,31044.44,2,1,0,94439.8
7809,19850941,Davis,611,Germany,Male,61,10,231370.73,3,0,1,122149.19
7810,86067689,Garcia,638,Germany,Male,73,5,174985.73,4,0,1,34778.73
7811,68843455,Brown,762,Germany,Female,85,2,42207.22,1,0,1,121148.84
7812,74194661,Smith,370,Spain,Male,40,1,237348.97,4,0,0,67384.59
7813,82639916,Johnson,729,France,Female,26,8,53998.03,4,1,0,59333.15
7814,83429865,Smith,531,France,Female,21,0,58903.32,4,0,0,161141.81
7815,24235345,Davis,533,Germany,Female,51,1,33317.59,3,1,0,98870.92
7816,37294649,Brown,593,France,Male,51,10,181963.28,4,1,0,81805.37
7817,94310270,Miller,699,Germany,Female,59,9,142718.86,1,1,1,164474.25
7818,40825017,Garcia,498,Germany,Male,20,9,14562.78,4,0,0,182965.41
7819,40249071,Jones,605,Germany,Female,51,0,6324.99,2,0,0,69865.89
7820,71399500,Miller,449,France,Male,60,7,133164.87,1,0,1,19575.63
7821,75157827,Davis,404,Spain,Male,84,3,162882.8,4,0,1,112736.34
7822,42023414,Davis,535,France,Female,54,5,205718.4,3,0,1,145879.2
7823,38388813,Miller,669,France,Female,29,10,119568.23,3,1,0,121680.24
7824,87513779,Jones,435,Spain,Female,33,4,169132.62,3,0,0,140730.59
7825,51078564,Davis,523,France,Male,79,7,183413.92,2,0,0,132877.61
7826,22350251,Davis,817,Spain,Male,34,9,153263.17,2,0,0,191639.03
7827,95990497,Johnson,371,Germany,Male,32,6,88054.06,3,1,1,174524.42
7828,69529451,Williams,593,Spain,Female,43,0,32973.87,2,0,0,35050.27
7829,32226820,Davis,409,Germany,Male,62,7,161884.64,4,1,0,95994.74
7830,56153077,Smith,453,Spain,Male,19,3,192174.08,4,0,1,96406.03
7831,94784708,Johnson,488,Germany,Male,34,6,47456.78,3,1,1,96703.4
7832,47315486,Williams,652,France,Female,82,2,123716.68,1,0,1,186833.75
7833,12396716,Smith,508,Spain,Female,47,1,99311.35,4,1,0,72166.64
7834,42121887,Brown,848,France,Male,85,0,51425.77,1,0,0,126711.88
7835,77001632,Miller,581,Germany,Female,61,9,61328.29,2,0,0,180299.55
7836,88052989,Miller,426,Spain,Female,77,4,59418.54,2,0,1,19602.34
7837,37509277,Jones,367,Spain,Female,18,10,104732.74,4,1,0,176925.25
7838,12057244,Williams,371,Spain,Female,36,2,97615.48,4,0,0,155342.21
7839,24842498,Smith,533,France,Female,50,10,138544.68,2,0,1,49495.75
7840,79816793,Davis,494,Germany,Female,53,2,23302.67,2,0,0,71847.15
7841,24240440,Johnson,387,France,Female,41,7,145312.58,1,0,0,69011.48
7842,55791484,Smith,630,Spain,Female,42,0,5461.52,4,1,0,52048.24
7843,64259773,Johnson,637,Germany,Female,28,1,64343.78,3,0,1,131319.06
7844,64456834,Miller,492,Germany,Male,26,0,125534.5,3,0,1,196737.38
7845,30115885,Jones,362,France,Male,23,6,171734.08,2,0,0,41656.24
7846,72542403,Davis,535,France,Female,75,3,192816.41,3,1,1,54115.88
7847,52567192,Jones,823,Spain,Female,46,2,8890.33,2,0,0,65171.09
7848,54188812,Smith,783,Spain,Female,90,2,134371.72,3,0,0,188138.5
7849,84847531,Smith,616,Spain,Female,28,9,88609.15,2,0,1,128906.1
7850,64692514,Johnson,618,Spain,Male,40,10,173727.23,2,1,0,50406.97
7851,45858742,Johnson,446,Germany,Female,43,2,70944.94,3,0,1,162757.92
7852,10976264,Williams,783,Spain,Male,18,1,185930.91,4,0,1,185345.81
7853,89591041,Miller,706,Spain,Male,64,4,150559.23,2,0,0,86654.02
7854,42507324,Williams,643,Spain,Male,58,0,197418.1,3,0,1,42835.21
7855,89978229,Williams,350,France,Male,40,4,246098.49,4,1,0,68884.15
7856,17299243,Smith,644,France,Male,22,9,227146.49,1,1,0,51251.8
7857,47482526,Garcia,376,France,Male,67,7,148322.55,2,0,1,48271.13
7858,88462955,Garcia,385,Spain,Female,26,6,223440.54,2,0,0,42449.86
7859,32573102,Garcia,509,Germany,Female,21,10,38272.45,1,1,1,176449.09
7860,71781572,Garcia,774,Spain,Male,88,2,10758.79,2,0,1,26318.72
7861,46020281,Williams,748,France,Female,82,8,133283.31,1,1,0,88536.41
7862,12933865,Smith,380,France,Male,74,10,243592.44,3,0,1,12799.66
7863,84696009,Garcia,476,Spain,Female,42,9,177434.11,1,1,0,65745.11
7864,66361727,Davis,611,Germany,Male,75,6,76285.6,4,1,1,144317.68
7865,74360247,Jones,694,Germany,Male,23,0,167192.84,3,0,0,48538.79
7866,86079786,Brown,846,Germany,Female,31,5,9976.93,1,0,1,199758.63
7867,83256318,Jones,785,France,Male,80,3,117654.91,4,1,1,19176.86
7868,85016152,Smith,559,France,Female,82,5,59313.92,1,0,1,35931.9
7869,22229793,Smith,499,Germany,Male,69,2,12299.54,4,0,0,159507.38
7870,62837348,Brown,380,Spain,Female,82,4,62477.6,1,0,0,195439.69
7871,10145693,Johnson,449,Germany,Female,25,2,180615.11,2,0,1,191262.47
7872,45204166,Johnson,678,Spain,Female,25,6,137797.2,4,0,0,161664.92
7873,22076798,Davis,651,France,Female,31,4,5858.72,2,1,0,194867.45
7874,86408261,Johnson,800,France,Female,41,3,102434.44,2,1,1,169750.95
7875,94771701,Williams,702,France,Male,81,9,188042.78,4,0,0,21024.71
7876,25244854,Johnson,568,Germany,Male,42,6,238651.17,2,1,0,170670.48
7877,89990594,Miller,602,Germany,Female,23,6,218589.39,3,0,1,101918.19
7878,23542914,Williams,520,France,Male,18,9,379.94,1,0,1,96783.11
7879,34840217,Williams,606,France,Male,50,8,54675.5,4,1,1,10480.19
7880,52647864,Davis,777,France,Female,31,2,51934.22,3,1,0,127848.86
7881,25276157,Johnson,406,Germany,Female,80,10,103273.66,4,1,0,137605.65
7882,75207703,Johnson,358,Germany,Male,73,10,161438.64,1,1,1,160235.93
7883,14379845,Davis,354,France,Female,79,9,38267.27,4,1,0,71931.07
7884,75028906,Brown,684,Germany,Female,45,7,228919.67,1,0,0,34345.38
7885,75693883,Garcia,463,Germany,Female,46,6,194279.23,3,1,0,93571.56
7886,17150265,Davis,614,Germany,Male,40,8,104832.98,4,1,1,78834.71
7887,78812592,Brown,522,Germany,Female,61,1,145998.37,1,1,0,153095.32
7888,59802025,Williams,569,France,Male,55,5,135450.5,2,1,1,53593.37
7889,14762315,Brown,554,France,Female,66,4,145557.51,2,1,0,36252.49
7890,30154352,Williams,373,Germany,Male,60,2,215028.81,3,0,0,93635.24
7891,55330881,Smith,842,France,Female,27,6,50029.91,3,0,0,129318.02
7892,31555046,Williams,807,France,Female,44,4,170928.49,3,1,0,63389.55
7893,27036641,Williams,519,France,Female,25,5,26758.2,2,0,1,31742.3
7894,57815641,Brown,755,Spain,Male,85,3,114790.99,1,0,1,93432.11
7895,92944596,Garcia,452,France,Male,47,6,158959.72,3,0,1,192756.7
7896,17604323,Smith,409,France,Male,30,6,3125.42,1,0,1,193789.75
7897,81603757,Jones,435,Germany,Male,75,4,27016.57,1,1,0,144650.27
7898,90400939,Jones,604,Germany,Female,20,6,22816.69,3,1,0,157659.15
7899,86127930,Garcia,514,Spain,Female,22,6,93673.15,3,0,0,48666.93
7900,62299741,Jones,721,Spain,Male,39,9,155502.24,2,0,1,81184.25
7901,16504938,Smith,516,France,Male,75,7,248991.26,3,0,0,124903.29
7902,84240254,Johnson,433,France,Male,83,10,63519.72,2,1,1,152579.16
7903,80895996,Smith,807,Germany,Male,57,0,33989.88,2,0,1,41658.74
7904,42281467,Brown,551,France,Male,22,3,103690.66,1,1,1,96949.39
7905,35961735,Davis,439,France,Male,33,10,36493.86,2,1,0,40923.33
7906,39959777,Miller,438,France,Female,32,0,6136.14,1,0,0,130338.13
7907,36891064,Williams,786,France,Male,35,2,140989.76,2,1,0,156710.82
7908,30814962,Williams,469,France,Male,64,7,219893.13,3,1,1,168328.61
7909,43635603,Davis,505,France,Male,21,6,215212.53,4,0,0,149149.38
7910,96069528,Brown,810,France,Female,70,2,25197.14,1,0,1,40237.58
7911,44743570,Brown,748,France,Male,75,3,36869.23,3,0,1,167398.27
7912,12249476,Miller,537,Germany,Female,75,1,122780.25,1,1,1,73538.64
7913,63091022,Miller,537,Spain,Female,76,1,91929.13,2,0,0,168795.6
7914,92030463,Williams,611,France,Male,51,4,175768.64,1,1,0,57671.12
7915,91072455,Miller,401,Germany,Female,47,1,123735.25,4,1,0,100383.62
7916,19840850,Miller,489,France,Male,71,10,5029.54,3,0,0,119548.63
7917,47018326,Miller,368,France,Female,85,6,71141.04,1,1,1,16597.09
7918,44337690,Davis,829,Spain,Male,85,0,225372.97,4,1,1,181701.97
7919,95783079,Garcia,424,Germany,Male,43,8,127877.21,3,1,0,107193.22
7920,40580703,Johnson,579,France,Female,20,9,199487.19,4,1,0,46487.94
7921,86858045,Miller,830,Spain,Male,74,0,100574.02,1,1,0,40554.27
7922,87375359,Johnson,479,Spain,Male,54,10,169240.91,4,1,1,140444.17
7923,62092849,Johnson,404,France,Female,55,0,42250.8,2,1,0,25529.29
7924,42053929,Brown,620,France,Female,58,8,184133.32,1,1,1,93566.13
7925,12337180,Miller,797,Germany,Male,21,6,196645.26,3,0,1,112652.53
7926,80594726,Williams,449,Germany,Female,43,9,22535.06,2,0,0,54294.9
7927,98121120,Garcia,418,France,Male,56,3,45827.69,1,0,0,34547.97
7928,32306770,Williams,748,France,Female,59,2,115722.32,2,1,0,103234.24
7929,22792036,Miller,648,Spain,Female,28,4,159359.18,4,0,0,74662.28
7930,67849810,Williams,807,Germany,Female,28,1,159372.83,3,0,0,36645.91
7931,92419296,Miller,366,France,Male,71,5,167050.75,2,1,0,49970.98
7932,71284718,Garcia,703,France,Male,55,5,178603.81,4,0,0,99478.54
7933,68008079,Smith,465,Germany,Male,37,0,126441.66,4,0,0,35279.58
7934,12757398,Garcia,501,France,Male,43,9,143713.87,3,0,1,187862.67
7935,43943174,Davis,679,Spain,Male,31,8,2101.53,1,1,0,157336.61
7936,44231367,Smith,465,Spain,Female,67,0,41650.18,3,1,0,71855.99
7937,87182596,Jones,379,France,Male,42,5,124641.01,3,1,0,59087.59
7938,21511913,Smith,672,Germany,Female,72,6,186398.26,4,1,1,176116.15
7939,23015771,Johnson,400,Spain,Female,68,7,202231.23,3,1,1,91116.33
7940,39239156,Davis,409,Germany,Female,27,1,182235.92,3,1,0,173916.39
7941,84902468,Johnson,578,Germany,Male,31,10,121600.68,1,1,0,151066.71
7942,77509936,Davis,608,Germany,Female,22,7,70319.39,3,1,0,27502.42
7943,50277273,Garcia,709,Spain,Male,74,10,111179.04,3,0,1,164584.75
7944,26674948,Johnson,354,Spain,Male,39,9,2323.72,4,0,0,112577.4
7945,45650069,Johnson,377,France,Male,46,1,149489.86,1,0,0,138744.03
7946,96674382,Jones,603,Germany,Male,24,1,18641.73,3,0,1,51610.85
7947,65913120,Johnson,713,Spain,Female,35,8,36347.52,1,0,1,10051.41
7948,52899050,Brown,811,Spain,Male,48,6,156494.16,1,0,0,73400.74
7949,55464342,Brown,580,France,Female,60,7,3337.17,4,1,1,46219.19
7950,92249450,Brown,744,Spain,Female,52,0,143388.83,3,0,1,92691.14
7951,68601489,Smith,805,Spain,Male,88,9,159595.02,2,1,0,27270.58
7952,81968497,Garcia,706,Spain,Female,21,5,197068.75,1,0,1,180058.8
7953,17742237,Garcia,549,France,Female,68,0,17007.63,4,0,0,32557.54
7954,33527193,Williams,681,France,Female,47,4,732.92,1,1,0,155195.14
7955,74392335,Jones,620,Germany,Male,70,1,191714.47,2,0,0,188471.66
7956,72631628,Brown,688,Spain,Female,91,8,72513.47,2,0,0,38163.41
7957,41738784,Brown,653,France,Male,31,2,221801.31,3,1,1,75830.59
7958,59106585,Johnson,732,France,Male,53,9,46242.15,4,1,1,148901.87
7959,27196719,Brown,395,France,Male,29,6,146376.44,2,1,0,145747.79
7960,83596864,Johnson,377,Germany,Male,51,1,27352.42,1,1,1,17105.06
7961,34363760,Johnson,356,Germany,Female,43,9,100672.54,2,0,1,23431.87
7962,24395813,Williams,581,Germany,Female,23,3,220516.1,1,1,1,32826.53
7963,51873281,Smith,548,Germany,Female,70,9,152086.88,4,0,0,117924.15
7964,55122928,Johnson,443,Germany,Male,32,2,172404.26,3,0,1,20458.19
7965,94044333,Johnson,431,Spain,Female,36,0,56492.58,2,1,1,121797.89
7966,68540709,Garcia,437,Spain,Male,64,9,230687.73,4,1,1,75067.78
7967,13211369,Williams,739,France,Female,78,5,155870.61,4,1,0,137187.98
7968,11659537,Johnson,535,Germany,Male,69,4,26471.37,2,1,1,158588.04
7969,12364840,Jones,592,Germany,Male,35,5,3888.06,4,0,1,160365.87
7970,30683593,Smith,417,France,Male,77,0,3980.63,3,0,0,17150.62
7971,92376464,Davis,660,Spain,Male,64,10,12802.95,3,0,1,189967.11
7972,11461433,Jones,800,Germany,Female,74,7,227903.97,2,1,1,121462.79
7973,46902981,Brown,782,Germany,Male,50,3,89594.68,2,1,0,180182.83
7974,92569165,Smith,723,Germany,Female,49,6,74558.13,4,0,1,126877.58
7975,73410949,Brown,784,Spain,Female,21,7,104136.43,4,0,0,101982.24
7976,87645337,Garcia,536,Spain,Female,58,2,102392.9,4,1,0,148648.44
7977,17753638,Miller,588,Germany,Male,36,3,59623.32,2,0,1,51690.04
7978,38107874,Miller,739,Germany,Male,24,8,22957.0,2,1,1,29612.98
7979,61908493,Miller,567,France,Male,43,8,27156.65,1,1,0,27194.66
7980,60210069,Johnson,457,France,Female,68,6,149797.17,4,1,0,171335.85
7981,28814614,Williams,656,Spain,Male,73,2,99208.76,2,1,1,183364.51
7982,91642415,Jones,387,France,Male,88,10,225613.85,1,0,1,164738.66
7983,13527110,Brown,744,Germany,Female,68,3,115934.18,3,1,1,181842.39
7984,33176113,Johnson,785,Spain,Male,25,6,125872.89,1,0,0,197107.39
7985,50261864,Miller,698,France,Female,30,5,232061.25,3,0,1,109951.19
7986,17389434,Jones,625,Spain,Female,49,5,125410.18,2,0,0,39237.31
7987,93977736,Jones,359,Germany,Female,51,10,125495.49,4,0,0,125506.04
7988,45717198,Garcia,375,France,Male,35,3,90790.75,3,0,1,77239.72
7989,10353153,Garcia,397,France,Male,72,9,177602.97,4,1,0,75825.23
7990,50278936,Miller,696,France,Female,60,7,98056.92,4,0,0,148283.54
7991,97339788,Brown,719,Germany,Female,41,8,147080.54,3,0,1,27223.63
7992,64432801,Miller,363,Spain,Male,38,9,111848.84,4,0,0,17130.99
7993,10987938,Miller,449,France,Male,35,6,132186.22,4,0,0,142102.15
7994,84183397,Johnson,536,Spain,Female,31,7,206756.82,4,1,0,59538.66
7995,40296194,Williams,361,Spain,Female,70,9,103433.26,4,0,1,83245.23
7996,77971703,Miller,721,Spain,Female,36,1,57519.45,1,1,0,68450.27
7997,59028538,Brown,728,Germany,Male,74,3,142580.11,3,0,1,126819.83
7998,53625285,Jones,628,Germany,Female,81,2,234377.2,4,1,0,39357.95
7999,74449270,Jones,690,France,Male,19,5,173303.01,4,0,0,146911.73
8000,27841583,Davis,677,France,Female,74,1,77090.81,2,0,1,185736.12
8001,36272447,Smith,516,Spain,Male,51,6,240748.46,2,1,0,168860.65
8002,77569986,Miller,471,Spain,Female,66,7,85679.23,3,1,1,182337.02
8003,89607155,Davis,742,Spain,Male,71,3,245813.51,4,1,1,188043.46
8004,45160184,Davis,821,Germany,Male,39,7,47997.43,3,1,0,80743.49
8005,56708163,Johnson,444,Germany,Male,61,7,249912.38,2,0,1,161190.63
8006,27584256,Smith,374,France,Male,52,2,18976.41,2,0,1,104016.87
8007,83743450,Garcia,366,Spain,Male,46,0,178309.97,2,0,0,61256.9
8008,30909659,Williams,775,Spain,Male,23,10,185110.4,1,1,1,151907.58
8009,99118270,Brown,378,Germany,Female,54,2,169893.67,1,0,0,56384.43
8010,37609116,Miller,793,France,Female,75,9,194401.69,2,1,0,30827.9
8011,85029201,Jones,672,Spain,Female,81,0,117958.24,2,1,0,143877.72
8012,38808715,Johnson,690,Spain,Male,48,1,13528.49,1,0,0,64635.45
8013,79263692,Jones,662,France,Male,67,7,89438.32,2,0,1,68124.57
8014,49333160,Miller,421,Spain,Female,77,3,160578.62,2,1,0,177413.34
8015,89090817,Garcia,619,Germany,Male,31,8,161561.76,1,0,1,35752.45
8016,12784975,Smith,599,France,Male,87,6,48798.46,1,1,0,155320.74
8017,92738095,Miller,644,Spain,Female,28,2,63251.3,1,1,0,83380.38
8018,18371223,Smith,493,Spain,Female,44,0,121674.53,2,0,0,179671.97
8019,71803618,Brown,623,Germany,Female,86,0,182152.63,2,1,0,93665.4
8020,18840597,Johnson,572,Germany,Female,55,0,213199.53,4,1,0,87714.35
8021,69539811,Garcia,424,Germany,Female,79,9,21621.21,2,0,1,91674.56
8022,92833209,Johnson,451,Spain,Female,70,2,231404.98,2,0,0,169161.19
8023,18126492,Brown,369,Spain,Female,35,4,231932.92,1,0,1,11996.94
8024,96963106,Garcia,466,Spain,Male,69,7,1983.44,3,1,0,143923.97
8025,54087791,Davis,523,France,Male,41,7,126602.39,2,1,1,48995.66
8026,10148469,Garcia,722,Germany,Male,24,1,146786.07,2,1,1,177603.85
8027,54280462,Smith,522,France,Male,31,8,138428.36,2,1,0,81426.06
8028,30947771,Smith,353,Germany,Female,67,8,153942.91,4,1,1,74401.56
8029,92882910,Smith,689,Spain,Male,41,6,125837.82,1,1,1,145398.63
8030,76894377,Jones,828,France,Male,30,9,73451.73,4,1,1,147265.31
8031,90807912,Davis,497,France,Male,36,4,23926.1,4,0,0,130405.09
8032,94402474,Williams,744,Germany,Male,46,4,52094.85,3,0,1,72663.56
8033,28868041,Miller,463,France,Female,39,7,185063.78,2,1,0,125967.08
8034,52463152,Smith,670,France,Male,19,7,60265.88,4,0,0,20310.53
8035,74018079,Williams,841,Spain,Female,53,4,207427.58,4,0,0,191484.16
8036,88201586,Williams,751,Germany,Female,55,5,100872.09,4,1,0,96015.24
8037,90989847,Johnson,516,France,Male,35,5,103618.96,1,1,1,67850.77
8038,40459094,Brown,649,Spain,Female,68,5,217124.69,2,0,0,173548.01
8039,71799966,Jones,830,France,Male,32,4,53572.21,4,1,1,71592.68
8040,65576434,Williams,467,Spain,Female,69,8,47404.81,2,1,0,199462.95
8041,17249127,Miller,449,France,Female,34,0,246351.6,2,1,0,141213.91
8042,59440284,Jones,623,Spain,Female,39,9,135151.11,3,0,0,133419.83
8043,24673090,Johnson,524,Spain,Male,71,2,47630.18,1,0,1,38852.75
8044,47938509,Smith,508,Germany,Male,69,6,41451.21,4,1,1,125873.91
8045,11129775,Garcia,733,Spain,Male,63,8,215416.24,4,0,0,39473.74
8046,68456896,Williams,576,France,Male,21,1,149961.49,3,0,0,158884.79
8047,44725365,Brown,772,Spain,Female,24,10,28759.56,4,0,1,36296.46
8048,94745814,Garcia,387,Spain,Male,27,3,221727.02,1,1,1,78178.21
8049,48761620,Johnson,812,France,Female,32,7,110976.25,4,1,1,100579.23
8050,11872154,Jones,780,France,Female,43,4,247339.32,1,1,0,162986.78
8051,51459049,Miller,547,Spain,Female,57,10,70440.08,4,1,1,130224.44
8052,71428090,Davis,485,France,Female,78,7,132204.31,2,1,1,152113.8
8053,10913605,Smith,453,Spain,Female,33,10,43275.07,2,1,0,56355.08
8054,96895606,Jones,819,Spain,Female,35,1,109926.49,3,1,1,55080.06
8055,35182763,Brown,542,Spain,Female,19,7,44134.39,4,1,0,82317.79
8056,74971107,Williams,599,France,Female,71,5,76807.77,4,0,0,13549.37
8057,88038555,Brown,362,Germany,Female,35,4,67466.43,1,1,1,167833.79
8058,79141520,Jones,404,Germany,Female,71,1,70773.48,4,0,1,80294.04
